Item name,Variations,Option set 1,Option 1,Option set 2,Option 2,Option set 3,Option 3,Option set 4,Option 4,Is variation visible? (Yes/No),Price,Cost price,Variable price? (Yes/No),Tax rate (%),On sale in Online Store?,Regular price (before sale),Set up different prices and VAT for takeaway,Takeaway price,Takeaway tax rate,Unit,Track inventory? (Yes/No),Quantity,Low stock threshold,SKU,Barcode,Modifiers,Description (Online Store and Invoices only),Category,Display item at Checkout? (Yes/No),Display colour in POS checkout,Image 1,Image 2,Image 3,Image 4,Image 5,Image 6,Image 7,Display item in Online Store? (Yes/No),SEO title (Online Store only),SEO description (Online Store only),Shipping weight [kg] (Online Store only),Display service in Bookings? (Yes/No),Duration [minutes] (Bookings only),Location [business/customer] (Bookings only),Item id (Do not change),Variant id (Do not change)
Chevron sapin épicéa traité 50x50 mm L.3 m – Réf. 67013191,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-67013191,,,À fournir par le client - Leroy Merlin - Réf. 67013191,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Bastaing sapin épicéa traité 50x150 mm L.4 m – Réf. 67006331,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-67006331,,,À fournir par le client - Leroy Merlin - Réf. 67006331,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Solivette sapin épicéa traité 38x200 mm L.4 m – Réf. 67005813,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-67005813,,,À fournir par le client - Leroy Merlin - Réf. 67005813,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Bois ossature sec sapin 45x120 mm L.3 m – Réf. 67798892,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-67798892,,,À fournir par le client - Leroy Merlin - Réf. 67798892,Fournitures client - Bois / Panneaux,Yes,,,,,,,,,No,,,,No,,,,
Chevron sapin épicéa traité 60x80 mm L.4 m – Réf. 67005295,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-67005295,,,À fournir par le client - Leroy Merlin - Réf. 67005295,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Chevron sapin épicéa traité 50x50 mm L.4 m – Réf. 67013212,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-67013212,,,À fournir par le client - Leroy Merlin - Réf. 67013212,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Solivette sapin épicéa traité 32x160 mm L.3 m réf 67005610 – Réf. 67005610,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-67005610,,,À fournir par le client - Leroy Merlin - Réf. 67005610,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Bastaing sapin traité 63x175 mm L.6 m – Réf. 70028203,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-70028203,,,À fournir par le client - Leroy Merlin - Réf. 70028203,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Bastaing sapin épicéa traité 63x160 mm L.4 m – Réf. 67012960,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-67012960,,,À fournir par le client - Leroy Merlin - Réf. 67012960,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Solivette sapin épicéa traité 32x175 mm L.3 m réf 67006751 – Réf. 67006751,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-67006751,,,À fournir par le client - Leroy Merlin - Réf. 67006751,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Madrier sapin traité 75x200 mm L.4 m – Réf. 70028630,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-70028630,,,À fournir par le client - Leroy Merlin - Réf. 70028630,Fournitures client - Bois / Panneaux,Yes,,,,,,,,,No,,,,No,,,,
Poutre sapin épicéa traité raboté 145x145 mm L.4 m réf 66889753 – Réf. 66889753,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-66889753,,,À fournir par le client - Leroy Merlin - Réf. 66889753,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Liteau sapin épicéa traité 27x40 mm L.3 m réf 67014353 – Réf. 67014353,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-67014353,,,À fournir par le client - Leroy Merlin - Réf. 67014353,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Lambourde sapin épicéa traité 38x63 mm L.4 m réf 67014801 – Réf. 67014801,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-67014801,,,À fournir par le client - Leroy Merlin - Réf. 67014801,Fournitures client - Bois / Panneaux,Yes,,,,,,,,,No,,,,No,,,,
Liteau sapin épicéa traité 18x40 mm L.4 m réf 67013863 – Réf. 67013863,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-67013863,,,À fournir par le client - Leroy Merlin - Réf. 67013863,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Liteau sapin épicéa traité 27x27 mm L.3 m réf 67014024 – Réf. 67014024,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-67014024,,,À fournir par le client - Leroy Merlin - Réf. 67014024,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Liteau sapin épicéa traité 27x40 mm L.4 m réf 67005351 – Réf. 67005351,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-67005351,,,À fournir par le client - Leroy Merlin - Réf. 67005351,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Liteau sapin épicéa traité 18x40 mm L.3 m réf 67013835 – Réf. 67013835,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-67013835,,,À fournir par le client - Leroy Merlin - Réf. 67013835,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Lambourde sapin traité 38x63 mm L.4 m réf 70028252 – Réf. 70028252,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-70028252,,,À fournir par le client - Leroy Merlin - Réf. 70028252,Fournitures client - Bois / Panneaux,Yes,,,,,,,,,No,,,,No,,,,
Liteau sapin épicéa traité 27x27 mm L.4 m réf 67015074 – Réf. 67015074,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-67015074,,,À fournir par le client - Leroy Merlin - Réf. 67015074,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Liteau sapin épicéa traité 38x40 mm L.3 m réf 67014472 – Réf. 67014472,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-67014472,,,À fournir par le client - Leroy Merlin - Réf. 67014472,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Chevron sapin épicéa traité 50x70 mm L.3 m réf 67013254 – Réf. 67013254,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-67013254,,,À fournir par le client - Leroy Merlin - Réf. 67013254,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Bastaing sapin traité 63x175 mm L.4 m – Réf. 70028336,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-70028336,,,À fournir par le client - Leroy Merlin - Réf. 70028336,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Bastaing sapin épicéa traité 50x150 mm L.3 m réf 67012806 – Réf. 67012806,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-67012806,,,À fournir par le client - Leroy Merlin - Réf. 67012806,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Liteau sapin traité 18x40 mm L.4 m réf 70028784 – Réf. 70028784,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-70028784,,,À fournir par le client - Leroy Merlin - Réf. 70028784,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Liteau sapin épicéa traité 27x27 mm L.3 m réf 67005211 – Réf. 67005211,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-67005211,,,À fournir par le client - Leroy Merlin - Réf. 67005211,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Liteau sapin traité 27x27 mm L.4 m – Réf. 70028553,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-70028553,,,À fournir par le client - Leroy Merlin - Réf. 70028553,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Liteau sapin traité 27x27 mm L.3 m – Réf. 70028623,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-70028623,,,À fournir par le client - Leroy Merlin - Réf. 70028623,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Bastaing sapin épicéa traité 50x150 mm L.4 m réf 67012820 – Réf. 67012820,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-67012820,,,À fournir par le client - Leroy Merlin - Réf. 67012820,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Chevron sapin traité 50x70 mm L.3 m – Réf. 70028161,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-70028161,,,À fournir par le client - Leroy Merlin - Réf. 70028161,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Volige sapin épicéa traité 14x105 mm L.3 m réf 67007080 – Réf. 67007080,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-67007080,,,À fournir par le client - Leroy Merlin - Réf. 67007080,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Liteau sapin traité 15x40 mm L.3 m – Réf. 70028931,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-70028931,,,À fournir par le client - Leroy Merlin - Réf. 70028931,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Chevron sapin épicéa traité 63x75 mm L.6 m réf 67013730 – Réf. 67013730,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-67013730,,,À fournir par le client - Leroy Merlin - Réf. 67013730,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Bastaing sapin épicéa traité 63x175 mm L.5 m réf 67013002 – Réf. 67013002,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-67013002,,,À fournir par le client - Leroy Merlin - Réf. 67013002,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Bastaing sapin traité 63x175 mm L.5 m – Réf. 70028280,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-70028280,,,À fournir par le client - Leroy Merlin - Réf. 70028280,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Chevron sapin traité 50x70 mm L.4 m – Réf. 70028182,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-70028182,,,À fournir par le client - Leroy Merlin - Réf. 70028182,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Madrier sapin traité 75x225 mm L.4 m – Réf. 70028560,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-70028560,,,À fournir par le client - Leroy Merlin - Réf. 70028560,Fournitures client - Bois / Panneaux,Yes,,,,,,,,,No,,,,No,,,,
Liteau sapin épicéa traité 25x40 mm L.4 m – Réf. 67014430,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-67014430,,,À fournir par le client - Leroy Merlin - Réf. 67014430,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Liteau sapin traité 38x40 mm L.4 m – Réf. 70027993,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-70027993,,,À fournir par le client - Leroy Merlin - Réf. 70027993,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Bastaing sapin traité 50x150 mm L.3 m – Réf. 70028441,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-70028441,,,À fournir par le client - Leroy Merlin - Réf. 70028441,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Liteau sapin épicéa traité 25x27 mm L.3 m – Réf. 67014031,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-67014031,,,À fournir par le client - Leroy Merlin - Réf. 67014031,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Liteau sapin traité 27x40 mm L.3 m classe 3 – Réf. 70028392,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-70028392,,,À fournir par le client - Leroy Merlin - Réf. 70028392,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Chevron sapin épicéa traité 50x70 mm L.4 m réf 67013282 – Réf. 67013282,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-67013282,,,À fournir par le client - Leroy Merlin - Réf. 67013282,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Liteau sapin traité 15x40 mm L.4 m – Réf. 70028952,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-70028952,,,À fournir par le client - Leroy Merlin - Réf. 70028952,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Madrier sapin épicéa traité 75x225 mm L.6 m – Réf. 67012785,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-67012785,,,À fournir par le client - Leroy Merlin - Réf. 67012785,Fournitures client - Bois / Panneaux,Yes,,,,,,,,,No,,,,No,,,,
Liteau sapin épicéa traité 18x40 mm L.3 m réf 67005372 – Réf. 67005372,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-67005372,,,À fournir par le client - Leroy Merlin - Réf. 67005372,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Bastaing sapin épicéa traité 63x175 mm L.6 m réf 67013030 – Réf. 67013030,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-67013030,,,À fournir par le client - Leroy Merlin - Réf. 67013030,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Volige sapin épicéa traité 18x150 mm L.4 m – Réf. 69415262,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-69415262,,,À fournir par le client - Leroy Merlin - Réf. 69415262,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Liteau sapin épicéa traité 15x40 mm L.4 m – Réf. 67013870,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-67013870,,,À fournir par le client - Leroy Merlin - Réf. 67013870,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Madrier sapin épicéa traité 75x225 mm L.3 m – Réf. 67012701,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-67012701,,,À fournir par le client - Leroy Merlin - Réf. 67012701,Fournitures client - Bois / Panneaux,Yes,,,,,,,,,No,,,,No,,,,
Volige sapin épicéa traité 18x200 mm L.3 m – Réf. 70854861,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-70854861,,,À fournir par le client - Leroy Merlin - Réf. 70854861,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Bastaing sapin traité 50x150 mm L.4 m – Réf. 70028483,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-70028483,,,À fournir par le client - Leroy Merlin - Réf. 70028483,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Liteau sapin épicéa traité 38x40 mm L.4 m réf 67014493 – Réf. 67014493,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-67014493,,,À fournir par le client - Leroy Merlin - Réf. 67014493,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Liteau sapin traité 25x40 mm L.3 m – Réf. 70028301,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-70028301,,,À fournir par le client - Leroy Merlin - Réf. 70028301,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Poutre pin traité raboté 90x90 mm L.3 m classe 4 – Réf. 70612052,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-70612052,,,À fournir par le client - Leroy Merlin - Réf. 70612052,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Poutre sapin épicéa traité 150x150 mm L.3 m – Réf. 67007192,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-67007192,,,À fournir par le client - Leroy Merlin - Réf. 67007192,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Madrier sapin épicéa traité 75x225 mm L.4 m réf 67005764 – Réf. 67005764,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-67005764,,,À fournir par le client - Leroy Merlin - Réf. 67005764,Fournitures client - Bois / Panneaux,Yes,,,,,,,,,No,,,,No,,,,
Bois ossature sec sapin 45x145 mm L.3 m réf 67798934 – Réf. 67798934,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-67798934,,,À fournir par le client - Leroy Merlin - Réf. 67798934,Fournitures client - Bois / Panneaux,Yes,,,,,,,,,No,,,,No,,,,
Lambourde sapin traité 38x60 mm L.3 m – Réf. 70028574,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-70028574,,,À fournir par le client - Leroy Merlin - Réf. 70028574,Fournitures client - Bois / Panneaux,Yes,,,,,,,,,No,,,,No,,,,
Volige sapin épicéa traité 14x105 mm L.3 m réf 67006576 – Réf. 67006576,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-67006576,,,À fournir par le client - Leroy Merlin - Réf. 67006576,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Liteau sapin épicéa traité 18x40 mm L.4 m réf 67005386 – Réf. 67005386,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-67005386,,,À fournir par le client - Leroy Merlin - Réf. 67005386,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Chevron sapin traité raboté 60x70 mm L.4 m classe 3 – Réf. 70028224,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-70028224,,,À fournir par le client - Leroy Merlin - Réf. 70028224,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Bastaing sapin épicéa traité 63x175 mm L.5 m réf 67006233 – Réf. 67006233,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-67006233,,,À fournir par le client - Leroy Merlin - Réf. 67006233,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Chevron sapin épicéa traité 63x75 mm L.5 m – Réf. 67005281,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-67005281,,,À fournir par le client - Leroy Merlin - Réf. 67005281,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Madrier sapin traité 75x225 mm L.5 m – Réf. 70028581,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-70028581,,,À fournir par le client - Leroy Merlin - Réf. 70028581,Fournitures client - Bois / Panneaux,Yes,,,,,,,,,No,,,,No,,,,
Bois ossature sec sapin 45x145 mm L.3 m réf 70028462 – Réf. 70028462,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-70028462,,,À fournir par le client - Leroy Merlin - Réf. 70028462,Fournitures client - Bois / Panneaux,Yes,,,,,,,,,No,,,,No,,,,
Liteau sapin traité 25x40 mm L.4 m – Réf. 70028231,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-70028231,,,À fournir par le client - Leroy Merlin - Réf. 70028231,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Madrier sapin traité 75x225 mm L.6 m – Réf. 70028364,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-70028364,,,À fournir par le client - Leroy Merlin - Réf. 70028364,Fournitures client - Bois / Panneaux,Yes,,,,,,,,,No,,,,No,,,,
Lambourde sapin traité raboté 34x55 mm L.4 m classe 3 – Réf. 70028070,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-70028070,,,À fournir par le client - Leroy Merlin - Réf. 70028070,Fournitures client - Bois / Panneaux,Yes,,,,,,,,,No,,,,No,,,,
Poutre sapin épicéa traité raboté 145x145 mm L.3 m réf 67594961 – Réf. 67594961,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-67594961,,,À fournir par le client - Leroy Merlin - Réf. 67594961,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Solivette sapin traité 32x175 mm L.3 m – Réf. 70028490,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-70028490,,,À fournir par le client - Leroy Merlin - Réf. 70028490,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Solivette sapin traité 32x175 mm L.4 m – Réf. 70028714,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-70028714,,,À fournir par le client - Leroy Merlin - Réf. 70028714,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Chevron sapin épicéa traité 50x70 mm L.3 m réf 67005365 – Réf. 67005365,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-67005365,,,À fournir par le client - Leroy Merlin - Réf. 67005365,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Solivette sapin épicéa traité 32x175 mm L.3 m réf 67014591 – Réf. 67014591,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-67014591,,,À fournir par le client - Leroy Merlin - Réf. 67014591,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Chevron sapin épicéa traité 63x75 mm L.2.5 m – Réf. 67013653,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-67013653,,,À fournir par le client - Leroy Merlin - Réf. 67013653,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Bastaing sapin épicéa traité 63x175 mm L.6 m réf 67006296 – Réf. 67006296,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-67006296,,,À fournir par le client - Leroy Merlin - Réf. 67006296,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Madrier sapin épicéa traité 75x225 mm L.5 m – Réf. 67005855,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-67005855,,,À fournir par le client - Leroy Merlin - Réf. 67005855,Fournitures client - Bois / Panneaux,Yes,,,,,,,,,No,,,,No,,,,
Chevron sapin traité 63x75 mm L.6 m – Réf. 70027972,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-70027972,,,À fournir par le client - Leroy Merlin - Réf. 70027972,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Liteau sapin épicéa traité 38x40 mm L.3 m réf 67005603 – Réf. 67005603,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-67005603,,,À fournir par le client - Leroy Merlin - Réf. 67005603,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Poutre sapin épicéa traité 150x150 mm L.3 m choix 1 – Réf. 67006681,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-67006681,,,À fournir par le client - Leroy Merlin - Réf. 67006681,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Solivette sapin épicéa traité 32x160 mm L.3 m réf 67014514 – Réf. 67014514,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-67014514,,,À fournir par le client - Leroy Merlin - Réf. 67014514,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Liteau sapin épicéa traité 38x40 mm L.4 m réf 67005400 – Réf. 67005400,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-67005400,,,À fournir par le client - Leroy Merlin - Réf. 67005400,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Gaine ICTA Ø20 mm L.100 m réf 70413791 – Réf. 70413791,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-70413791,,,À fournir par le client - Leroy Merlin - Réf. 70413791,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Gaine ICTA Ø32 mm L.10 m – Réf. 62900733,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-62900733,,,À fournir par le client - Leroy Merlin - Réf. 62900733,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Gaine ICTA Ø16 mm L.5 m réf 62900131 – Réf. 62900131,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-62900131,,,À fournir par le client - Leroy Merlin - Réf. 62900131,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Gaine ICTA Ø32 mm L.50 m – Réf. 62900873,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-62900873,,,À fournir par le client - Leroy Merlin - Réf. 62900873,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Gaine ICTA Ø20 mm L.5 m – Réf. 62900355,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-62900355,,,À fournir par le client - Leroy Merlin - Réf. 62900355,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Gaine ICTA Ø25 mm L.25 m – Réf. 82857324,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-82857324,,,À fournir par le client - Leroy Merlin - Réf. 82857324,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Gaine ICTA Ø25 mm L.50 m – Réf. 82857326,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-82857326,,,À fournir par le client - Leroy Merlin - Réf. 82857326,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Gaine ICTA Ø16 mm L.50 m – Réf. 82857313,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-82857313,,,À fournir par le client - Leroy Merlin - Réf. 82857313,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Gaine ICTA Ø16 mm L.100 m réf 70413784 – Réf. 70413784,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-70413784,,,À fournir par le client - Leroy Merlin - Réf. 70413784,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Gaine ICTA Ø20 mm L.25 m réf 70350266 – Réf. 70350266,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-70350266,,,À fournir par le client - Leroy Merlin - Réf. 70350266,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Gaine ICTA Ø20 mm L.50 m réf 70350301 – Réf. 70350301,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-70350301,,,À fournir par le client - Leroy Merlin - Réf. 70350301,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Gaine ICTA Ø25 mm L.5 m – Réf. 82857322,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-82857322,,,À fournir par le client - Leroy Merlin - Réf. 82857322,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Assortiment 100 bornes WAGO rigide 2.5 mm² – Réf. 70280455,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-70280455,,,À fournir par le client - Leroy Merlin - Réf. 70280455,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Assortiment bornes WAGO 2.5 mm² réf 82754517 – Réf. 82754517,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-82754517,,,À fournir par le client - Leroy Merlin - Réf. 82754517,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Mastic murs et fissures blanc 280 ml – Réf. 90201987,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-90201987,,,À fournir par le client - Leroy Merlin - Réf. 90201987,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Lot 2 mastics murs et fenêtres AXTON blanc 280 ml – Réf. 90202018,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-90202018,,,À fournir par le client - Leroy Merlin - Réf. 90202018,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
