Item name,Variations,Option set 1,Option 1,Option set 2,Option 2,Option set 3,Option 3,Option set 4,Option 4,Is variation visible? (Yes/No),Price,Cost price,Variable price? (Yes/No),Tax rate (%),On sale in Online Store?,Regular price (before sale),Set up different prices and VAT for takeaway,Takeaway price,Takeaway tax rate,Unit,Track inventory? (Yes/No),Quantity,Low stock threshold,SKU,Barcode,Modifiers,Description (Online Store and Invoices only),Category,Display item at Checkout? (Yes/No),Display colour in POS checkout,Image 1,Image 2,Image 3,Image 4,Image 5,Image 6,Image 7,Display item in Online Store? (Yes/No),SEO title (Online Store only),SEO description (Online Store only),Shipping weight [kg] (Online Store only),Display service in Bookings? (Yes/No),Duration [minutes] (Bookings only),Location [business/customer] (Bookings only),Item id (Do not change),Variant id (Do not change)
Gaine ICTA Ø20 mm L.25 m – Réf. 62900481,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-62900481,,,À fournir par le client - Leroy Merlin - Réf. 62900481,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Boîte encastrement LEXMAN 1 poste P.50 mm – Réf. 70399224,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-70399224,,,À fournir par le client - Leroy Merlin - Réf. 70399224,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Lot 50 boîtes encastrement Schneider 1 poste P.40 mm – Réf. 89619799,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-89619799,,,À fournir par le client - Leroy Merlin - Réf. 89619799,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Boîte encastrement LEGRAND 3 postes P.40 mm – Réf. 66576853,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-66576853,,,À fournir par le client - Leroy Merlin - Réf. 66576853,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Boîtier connexion étanche DEBFLEX – Réf. 65104431,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-65104431,,,À fournir par le client - Leroy Merlin - Réf. 65104431,Fournitures client - Étanchéité,Yes,,,,,,,,,No,,,,No,,,,
Lot 50 colliers à embases + chevilles Ø16-25 mm – Réf. 69529432,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-69529432,,,À fournir par le client - Leroy Merlin - Réf. 69529432,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Double prise à composer Dooxie LEGRAND blanc – Réf. 80165110,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-80165110,,,À fournir par le client - Leroy Merlin - Réf. 80165110,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Plaque triple Dooxie LEGRAND blanc – Réf. 80164944,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-80164944,,,À fournir par le client - Leroy Merlin - Réf. 80164944,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Double interrupteur va-et-vient Dooxie LEGRAND blanc – Réf. 80165061,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-80165061,,,À fournir par le client - Leroy Merlin - Réf. 80165061,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Sortie de câble complet Dooxie LEGRAND blanc – Réf. 80165099,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-80165099,,,À fournir par le client - Leroy Merlin - Réf. 80165099,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Interrupteur va-et-vient Plexo LEGRAND gris – Réf. 82893797,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-82893797,,,À fournir par le client - Leroy Merlin - Réf. 82893797,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Tiges scellement chimique M8 x 100 mm - lot de 4 – Réf. 69600923,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-69600923,,,À fournir par le client - Leroy Merlin - Réf. 69600923,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Tiges scellement chimique M10 x 110 mm - lot de 4 – Réf. 69600944,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-69600944,,,À fournir par le client - Leroy Merlin - Réf. 69600944,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Tiges scellement chimique M10 x 130 mm - lot de 4 – Réf. 69601091,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-69601091,,,À fournir par le client - Leroy Merlin - Réf. 69601091,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Tiges scellement chimique M10 x 160 mm - lot de 4 – Réf. 69600972,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-69600972,,,À fournir par le client - Leroy Merlin - Réf. 69600972,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Tiges filetées M10 x 200 mm zinguées - lot de 2 – Réf. 68538785,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-68538785,,,À fournir par le client - Leroy Merlin - Réf. 68538785,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Tamis scellement chimique Ø10 x 45 mm - lot de 4 – Réf. 69600986,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-69600986,,,À fournir par le client - Leroy Merlin - Réf. 69600986,Fournitures client - Fixation / Visserie,Yes,,https://raw.githubusercontent.com/nuancedegreg-blip/Sumup-images/main/images_v3/LM-69600986.jpg,,,,,,,No,,,,No,,,,
Tamis scellement chimique Ø12 x 50 mm - lot de 4 – Réf. 69601063,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-69601063,,,À fournir par le client - Leroy Merlin - Réf. 69601063,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Tamis scellement chimique Ø16 x 85 mm - lot de 4 – Réf. 69601042,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-69601042,,,À fournir par le client - Leroy Merlin - Réf. 69601042,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Tamis scellement chimique Ø16 x 130 mm - lot de 4 – Réf. 69601000,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-69601000,,,À fournir par le client - Leroy Merlin - Réf. 69601000,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Tamis SPIT Ø16 x 130 mm - lot de 10 – Réf. 80121264,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-80121264,,,À fournir par le client - Leroy Merlin - Réf. 80121264,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Tamis SPIT Ø16 x 85 mm - lot de 16 – Réf. 80121263,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-80121263,,,À fournir par le client - Leroy Merlin - Réf. 80121263,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Tamis SPIT Ø20 x 85 mm - lot de 8 – Réf. 80121265,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-80121265,,,À fournir par le client - Leroy Merlin - Réf. 80121265,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Tamis + goujons M10 RED HEAD 15 x 130 mm - lot de 4 – Réf. 80135852,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-80135852,,,À fournir par le client - Leroy Merlin - Réf. 80135852,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Scellement chimique SPIT beige 300 ml - lot de 2 – Réf. 80121304,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-80121304,,,À fournir par le client - Leroy Merlin - Réf. 80121304,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Scellement chimique SPIT gris 300 ml - lot de 2 – Réf. 80121306,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-80121306,,,À fournir par le client - Leroy Merlin - Réf. 80121306,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Kit fixation store banne M10 acier BATIFIX – Réf. 66450244,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-66450244,,,À fournir par le client - Leroy Merlin - Réf. 66450244,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Kit fixation store banne M10 inox BATIFIX – Réf. 83151234,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-83151234,,,À fournir par le client - Leroy Merlin - Réf. 83151234,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Canules scellement chimique 200 mm - lot de 3 – Réf. 69600993,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-69600993,,,À fournir par le client - Leroy Merlin - Réf. 69600993,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Foret béton Ø16 mm DEXTER – Réf. 84732114,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-84732114,,,À fournir par le client - Leroy Merlin - Réf. 84732114,Fournitures client - Maçonnerie,Yes,,,,,,,,,No,,,,No,,,,
Foret béton SDS+ Ø16 mm DEXTER PRO – Réf. 84732349,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-84732349,,,À fournir par le client - Leroy Merlin - Réf. 84732349,Fournitures client - Maçonnerie,Yes,,,,,,,,,No,,,,No,,,,
Foret béton SDS+ Ø12 mm DEXTER PRO – Réf. 84732335,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-84732335,,,À fournir par le client - Leroy Merlin - Réf. 84732335,Fournitures client - Maçonnerie,Yes,,,,,,,,,No,,,,No,,,,
Cheville SPIT Fix3 L.75 mm – Réf. 80121181,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-80121181,,,À fournir par le client - Leroy Merlin - Réf. 80121181,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Cheville SPIT Fix3 L.95 mm – Réf. 80121185,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-80121185,,,À fournir par le client - Leroy Merlin - Réf. 80121185,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Cheville SPIT Fix3 L.140 mm – Réf. 80121188,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-80121188,,,À fournir par le client - Leroy Merlin - Réf. 80121188,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Chevilles expansion + vis Ø8 x 34 mm - lot de 50 – Réf. 80125462,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-80125462,,,À fournir par le client - Leroy Merlin - Réf. 80125462,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
"Vis tôle acier 4,8 x 25 mm - boîte de 100 – Réf. 82181953",,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-82181953,,,À fournir par le client - Leroy Merlin - Réf. 82181953,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Béton haute résistance PRB C30/37 25 kg – Réf. 88943746,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-88943746,,,À fournir par le client - Leroy Merlin - Réf. 88943746,Fournitures client - Maçonnerie,Yes,,,,,,,,,No,,,,No,,,,
Béton express prise rapide PRB 25 kg – Réf. 93181695,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-93181695,,,À fournir par le client - Leroy Merlin - Réf. 93181695,Fournitures client - Électricité,Yes,,,,,,,,,No,,,,No,,,,
Bonde douche extra-plate VALENTIN Ø90 – Réf. 69870675,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-69870675,,,À fournir par le client - Leroy Merlin - Réf. 69870675,Fournitures client - Plomberie,Yes,,,,,,,,,No,,,,No,,,,
Bonde douche extra-plate MINIME VALENTIN Ø90 horizontale – Réf. 93833369,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-93833369,,,À fournir par le client - Leroy Merlin - Réf. 93833369,Fournitures client - Plomberie,Yes,,,,,,,,,No,,,,No,,,,
Bonde douche extra-plate MINIME VALENTIN Ø90 verticale – Réf. 93833368,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-93833368,,,À fournir par le client - Leroy Merlin - Réf. 93833368,Fournitures client - Plomberie,Yes,,,,,,,,,No,,,,No,,,,
Bonde douche MINIME VALENTIN Ø90 sans capot – Réf. 82233130,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-82233130,,,À fournir par le client - Leroy Merlin - Réf. 82233130,Fournitures client - Plomberie,Yes,,,,,,,,,No,,,,No,,,,
Capot bonde douche VALENTIN Ø90 chromé – Réf. 93833391,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-93833391,,,À fournir par le client - Leroy Merlin - Réf. 93833391,Fournitures client - Plomberie,Yes,,,,,,,,,No,,,,No,,,,
Mastic sanitaire RUBSON transparent 280 ml – Réf. 69962795,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-69962795,,,À fournir par le client - Leroy Merlin - Réf. 69962795,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Vis bois SPAX 5x80 - boîte 150 – Réf. 66930675,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-66930675,,,À fournir par le client - Leroy Merlin - Réf. 66930675,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Vis bois STANDERS 4x16 - boîte 400 – Réf. 82231848,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-82231848,,,À fournir par le client - Leroy Merlin - Réf. 82231848,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Vis bois STANDERS 4x35 - boîte 180 – Réf. 82231852,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-82231852,,,À fournir par le client - Leroy Merlin - Réf. 82231852,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Vis bois SPAX 6x120 - boîte 80 – Réf. 79520063,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-79520063,,,À fournir par le client - Leroy Merlin - Réf. 79520063,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Vis bois STANDERS 4x50 - boîte 120 – Réf. 82231854,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-82231854,,,À fournir par le client - Leroy Merlin - Réf. 82231854,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Vis bois STANDERS Ttap 6x120 - boîte 30 – Réf. 82184795,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-82184795,,,À fournir par le client - Leroy Merlin - Réf. 82184795,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Vis bois STANDERS Ttap 4x40 - boîte 150 – Réf. 86273298,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-86273298,,,À fournir par le client - Leroy Merlin - Réf. 86273298,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Assortiment vis bois STANDERS V51 - boîte 500 – Réf. 82232002,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-82232002,,,À fournir par le client - Leroy Merlin - Réf. 82232002,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Vis bois STANDERS 4x25 - boîte 300 – Réf. 82231850,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-82231850,,,À fournir par le client - Leroy Merlin - Réf. 82231850,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Vis bois STANDERS 4x40 - boîte 150 – Réf. 82231853,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-82231853,,,À fournir par le client - Leroy Merlin - Réf. 82231853,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Vis bois SPAX 6x100 - boîte 100 – Réf. 66930640,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-66930640,,,À fournir par le client - Leroy Merlin - Réf. 66930640,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Vis bois STANDERS Ttap 6x100 - lot 6 – Réf. 82184775,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-82184775,,,À fournir par le client - Leroy Merlin - Réf. 82184775,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Vis bois STANDERS 4x20 - boîte 380 – Réf. 82231849,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-82231849,,,À fournir par le client - Leroy Merlin - Réf. 82231849,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Vis bois inox STANDERS Torx 5x50 + embout - boîte 500 – Réf. 91850377,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-91850377,,,À fournir par le client - Leroy Merlin - Réf. 91850377,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Vis bois STANDERS 5x40 - boîte 120 – Réf. 82231860,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-82231860,,,À fournir par le client - Leroy Merlin - Réf. 82231860,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Vis bois STANDERS 3.5x12 - boîte 380 – Réf. 82231843,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-82231843,,,À fournir par le client - Leroy Merlin - Réf. 82231843,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Vis bois ETANCO 5x45 - boîte 250 – Réf. 69624373,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-69624373,,,À fournir par le client - Leroy Merlin - Réf. 69624373,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Vis bois SPAX 4x30 - boîte 150 – Réf. 66931025,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-66931025,,,À fournir par le client - Leroy Merlin - Réf. 66931025,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Vis bois SPAX bombée 8x50 - boîte 25 – Réf. 66931165,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-66931165,,,À fournir par le client - Leroy Merlin - Réf. 66931165,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Vis bois inox STANDERS Torx 5x60 + embout - boîte 500 – Réf. 91850379,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-91850379,,,À fournir par le client - Leroy Merlin - Réf. 91850379,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Vis bois SPAX 4x20 - boîte 100 – Réf. 63278761,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-63278761,,,À fournir par le client - Leroy Merlin - Réf. 63278761,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Vis bois SPAX 4x50 - boîte 100 – Réf. 66931753,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-66931753,,,À fournir par le client - Leroy Merlin - Réf. 66931753,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Vis bois STANDERS 4x60 - boîte 100 – Réf. 82231855,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-82231855,,,À fournir par le client - Leroy Merlin - Réf. 82231855,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Vis bois STANDERS 4x30 - boîte 250 – Réf. 82231851,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-82231851,,,À fournir par le client - Leroy Merlin - Réf. 82231851,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Vis bois STANDERS 5x60 - boîte 200 – Réf. 87401795,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-87401795,,,À fournir par le client - Leroy Merlin - Réf. 87401795,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Vis bois SPAX 4x40 - boîte 125 – Réf. 66931004,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-66931004,,,À fournir par le client - Leroy Merlin - Réf. 66931004,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Vis bois SPAX 2.5x10 - boîte 100 – Réf. 63278516,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-63278516,,,À fournir par le client - Leroy Merlin - Réf. 63278516,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Vis bois SPAX 4x35 - boîte 150 – Réf. 66931011,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-66931011,,,À fournir par le client - Leroy Merlin - Réf. 66931011,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Vis bois inox SPAX 5x40 - boîte 125 – Réf. 66931151,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-66931151,,,À fournir par le client - Leroy Merlin - Réf. 66931151,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Vis bois SPAX 4.5x50 - boîte 200 – Réf. 66931053,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-66931053,,,À fournir par le client - Leroy Merlin - Réf. 66931053,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Vis bois SPAX 4x16 - boîte 100 – Réf. 77676410,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-77676410,,,À fournir par le client - Leroy Merlin - Réf. 77676410,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Vis bois SPAX Pozidriv 4x16 - boîte 100 – Réf. 63278754,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-63278754,,,À fournir par le client - Leroy Merlin - Réf. 63278754,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Vis bois STANDERS 5x70 - boîte 200 – Réf. 87401796,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-87401796,,,À fournir par le client - Leroy Merlin - Réf. 87401796,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Vis bois STANDERS Ttap 5x60 - boîte 200 – Réf. 82184803,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-82184803,,,À fournir par le client - Leroy Merlin - Réf. 82184803,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Vis acier zingué peint SUKI 7x40 - boîte 50 – Réf. 80135739,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-80135739,,,À fournir par le client - Leroy Merlin - Réf. 80135739,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Vis bois STANDERS 5x50 - boîte 500 – Réf. 87401794,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-87401794,,,À fournir par le client - Leroy Merlin - Réf. 87401794,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Boulons STANDERS M8x80 - lot 6 – Réf. 82582872,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-82582872,,,À fournir par le client - Leroy Merlin - Réf. 82582872,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Boulons poêlier inox A4 M6x50 - lot 6 – Réf. 68534165,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-68534165,,,À fournir par le client - Leroy Merlin - Réf. 68534165,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Boulon inox STANDERS M8 - unité – Réf. 85565495,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-85565495,,,À fournir par le client - Leroy Merlin - Réf. 85565495,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Boulon inox STANDERS M8 - autre longueur – Réf. 85565499,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-85565499,,,À fournir par le client - Leroy Merlin - Réf. 85565499,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Vis métriques STANDERS M4x60 - lot 10 – Réf. 82582778,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-82582778,,,À fournir par le client - Leroy Merlin - Réf. 82582778,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Boulons TRCC STANDERS M8x40 - lot 4 – Réf. 82582864,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-82582864,,,À fournir par le client - Leroy Merlin - Réf. 82582864,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Vis métriques fraisées STANDERS - lot 15 – Réf. 82582742,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-82582742,,,À fournir par le client - Leroy Merlin - Réf. 82582742,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Vis métriques BTR STANDERS M8x50 - lot 4 – Réf. 82582904,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-82582904,,,À fournir par le client - Leroy Merlin - Réf. 82582904,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Vis métriques fraisées STANDERS - lot 12 – Réf. 82582785,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-82582785,,,À fournir par le client - Leroy Merlin - Réf. 82582785,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Vis métriques STANDERS M3x10 - lot 30 – Réf. 82582805,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-82582805,,,À fournir par le client - Leroy Merlin - Réf. 82582805,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Boulons poêlier inox A4 M6x60 - lot 6 – Réf. 68534172,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-68534172,,,À fournir par le client - Leroy Merlin - Réf. 68534172,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Boulons inox A4 M6x30 - lot 10 – Réf. 85565492,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-85565492,,,À fournir par le client - Leroy Merlin - Réf. 85565492,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Vis métriques STANDERS M4x80 - lot 6 – Réf. 82582779,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-82582779,,,À fournir par le client - Leroy Merlin - Réf. 82582779,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Boulon inox STANDERS M10 - unité – Réf. 85565512,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-85565512,,,À fournir par le client - Leroy Merlin - Réf. 85565512,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
Vis métriques STANDERS M5x12 - lot 20 – Réf. 82582780,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-82582780,,,À fournir par le client - Leroy Merlin - Réf. 82582780,Fournitures client - Fixation / Visserie,Yes,,,,,,,,,No,,,,No,,,,
Boulons poêlier inox A4 M6x30 - lot 8 – Réf. 68534144,,,,,,,,,,Yes,0.00,,No,,No,,,,,,No,,,LM-68534144,,,À fournir par le client - Leroy Merlin - Réf. 68534144,Fournitures client - Autres,Yes,,,,,,,,,No,,,,No,,,,
